Department,Book Name,Author,Publisher,Accession No
Education,Education Advanced Book 375,A. Iyer,McGraw Hill,ACC000375
Political Science,Political Science Advanced Book 376,P. Singh,McGraw Hill,ACC000376
Nursing,Nursing Advanced Book 377,D. Patel,Elsevier,ACC000377
Philosophy,Philosophy Advanced Book 378,M. Khan,Springer,ACC000378
Pharmacy,Pharmacy Advanced Book 379,J. Das,McGraw Hill,ACC000379
Sociology,Sociology Advanced Book 380,V. Rao,Pearson,ACC000380
Artificial Intelligence,Artificial Intelligence Advanced Book 381,M. Khan,Wiley,ACC000381
Data Science,Data Science Advanced Book 382,J. Das,Oxford,ACC000382
Architecture,Architecture Advanced Book 383,J. Das,Cambridge,ACC000383
Artificial Intelligence,Artificial Intelligence Advanced Book 384,R. Kumar,Oxford,ACC000384
Data Science,Data Science Advanced Book 385,M. Khan,Oxford,ACC000385
Management,Management Advanced Book 386,D. Patel,Cambridge,ACC000386
Information Technology,Information Technology Advanced Book 387,D. Patel,Cambridge,ACC000387
Environmental Science,Environmental Science Advanced Book 388,D. Patel,Springer,ACC000388
English,English Advanced Book 389,J. Das,Elsevier,ACC000389
Chemical Engineering,Chemical Engineering Advanced Book 390,V. Rao,Pearson,ACC000390
Sociology,Sociology Advanced Book 391,V. Rao,Pearson,ACC000391
Management,Management Advanced Book 392,S. Sharma,Oxford,ACC000392
Biotechnology,Biotechnology Advanced Book 393,J. Das,McGraw Hill,ACC000393
Nursing,Nursing Advanced Book 394,J. Das,Wiley,ACC000394
Physics,Physics Advanced Book 395,R. Kumar,Wiley,ACC000395
Education,Education Advanced Book 396,R. Kumar,Elsevier,ACC000396
Nursing,Nursing Advanced Book 397,D. Patel,McGraw Hill,ACC000397
Chemical Engineering,Chemical Engineering Advanced Book 398,P. Singh,McGraw Hill,ACC000398
Information Technology,Information Technology Advanced Book 399,S. Sharma,Pearson,ACC000399
Sociology,Sociology Advanced Book 400,A. Iyer,Oxford,ACC000400
Chemical Engineering,Chemical Engineering Advanced Book 401,D. Patel,Pearson,ACC000401
Computer Science,Computer Science Advanced Book 402,D. Patel,Oxford,ACC000402
Mechanical Engineering,Mechanical Engineering Advanced Book 403,R. Kumar,Pearson,ACC000403
Mathematics,Mathematics Advanced Book 404,A. Iyer,Oxford,ACC000404
Economics,Economics Advanced Book 405,P. Singh,Cambridge,ACC000405
English,English Advanced Book 406,R. Kumar,McGraw Hill,ACC000406
Tamil,Tamil Advanced Book 407,V. Rao,Wiley,ACC000407
Information Technology,Information Technology Advanced Book 408,A. Iyer,McGraw Hill,ACC000408
Psychology,Psychology Advanced Book 409,M. Khan,Springer,ACC000409
Environmental Science,Environmental Science Advanced Book 410,R. Kumar,McGraw Hill,ACC000410
Environmental Science,Environmental Science Advanced Book 411,V. Rao,Pearson,ACC000411
Civil Engineering,Civil Engineering Advanced Book 412,J. Das,Elsevier,ACC000412
English,English Advanced Book 413,J. Das,Elsevier,ACC000413
Environmental Science,Environmental Science Advanced Book 414,J. Das,Cambridge,ACC000414
Physics,Physics Advanced Book 415,S. Sharma,Pearson,ACC000415
Chemical Engineering,Chemical Engineering Advanced Book 416,V. Rao,Wiley,ACC000416
Chemistry,Chemistry Advanced Book 417,A. Iyer,Wiley,ACC000417
Philosophy,Philosophy Advanced Book 418,R. Kumar,Wiley,ACC000418
Nursing,Nursing Advanced Book 419,A. Iyer,Springer,ACC000419
Biotechnology,Biotechnology Advanced Book 420,J. Das,Pearson,ACC000420
Hindi,Hindi Advanced Book 421,S. Sharma,McGraw Hill,ACC000421
Hindi,Hindi Advanced Book 422,V. Rao,Pearson,ACC000422
Chemical Engineering,Chemical Engineering Advanced Book 423,P. Singh,Cambridge,ACC000423
Data Science,Data Science Advanced Book 424,J. Das,Wiley,ACC000424
Philosophy,Philosophy Advanced Book 425,S. Sharma,McGraw Hill,ACC000425
Commerce,Commerce Advanced Book 426,R. Kumar,Elsevier,ACC000426
Pharmacy,Pharmacy Advanced Book 427,P. Singh,Wiley,ACC000427
Mathematics,Mathematics Advanced Book 428,J. Das,Springer,ACC000428
Economics,Economics Advanced Book 429,D. Patel,Cambridge,ACC000429
Chemistry,Chemistry Advanced Book 430,R. Kumar,Oxford,ACC000430
Political Science,Political Science Advanced Book 431,P. Singh,Oxford,ACC000431
Computer Science,Computer Science Advanced Book 432,D. Patel,Pearson,ACC000432
Economics,Economics Advanced Book 433,A. Iyer,Cambridge,ACC000433
Economics,Economics Advanced Book 434,S. Sharma,Elsevier,ACC000434
Electronics,Electronics Advanced Book 435,P. Singh,McGraw Hill,ACC000435
Artificial Intelligence,Artificial Intelligence Advanced Book 436,M. Khan,Elsevier,ACC000436
Political Science,Political Science Advanced Book 437,M. Khan,Wiley,ACC000437
Artificial Intelligence,Artificial Intelligence Advanced Book 438,S. Sharma,Pearson,ACC000438
Economics,Economics Advanced Book 439,R. Kumar,Springer,ACC000439
Law,Law Advanced Book 440,J. Das,Pearson,ACC000440
Agriculture,Agriculture Advanced Book 441,D. Patel,Pearson,ACC000441
Mechanical Engineering,Mechanical Engineering Advanced Book 442,S. Sharma,McGraw Hill,ACC000442
Architecture,Architecture Advanced Book 443,D. Patel,Wiley,ACC000443
Psychology,Psychology Advanced Book 444,D. Patel,Cambridge,ACC000444
Artificial Intelligence,Artificial Intelligence Advanced Book 445,D. Patel,McGraw Hill,ACC000445
Tamil,Tamil Advanced Book 446,V. Rao,Springer,ACC000446
Political Science,Political Science Advanced Book 447,S. Sharma,Elsevier,ACC000447
Electronics,Electronics Advanced Book 448,J. Das,McGraw Hill,ACC000448
Electrical Engineering,Electrical Engineering Advanced Book 449,S. Sharma,Wiley,ACC000449
Hindi,Hindi Advanced Book 450,D. Patel,Wiley,ACC000450
Mathematics,Mathematics Advanced Book 451,J. Das,Pearson,ACC000451
Philosophy,Philosophy Advanced Book 452,A. Iyer,Oxford,ACC000452
Civil Engineering,Civil Engineering Advanced Book 453,S. Sharma,Oxford,ACC000453
Sociology,Sociology Advanced Book 454,J. Das,Wiley,ACC000454
English,English Advanced Book 455,P. Singh,Wiley,ACC000455
Artificial Intelligence,Artificial Intelligence Advanced Book 456,M. Khan,Wiley,ACC000456
Tamil,Tamil Advanced Book 457,S. Sharma,McGraw Hill,ACC000457
Philosophy,Philosophy Advanced Book 458,P. Singh,Wiley,ACC000458
Political Science,Political Science Advanced Book 459,V. Rao,Oxford,ACC000459
Architecture,Architecture Advanced Book 460,D. Patel,Oxford,ACC000460
Nursing,Nursing Advanced Book 461,R. Kumar,Elsevier,ACC000461
Architecture,Architecture Advanced Book 462,R. Kumar,Elsevier,ACC000462
Physics,Physics Advanced Book 463,P. Singh,Elsevier,ACC000463
Philosophy,Philosophy Advanced Book 464,D. Patel,Oxford,ACC000464
Education,Education Advanced Book 465,R. Kumar,Springer,ACC000465
Nursing,Nursing Advanced Book 466,A. Iyer,Oxford,ACC000466
Agriculture,Agriculture Advanced Book 467,J. Das,Springer,ACC000467
Mechanical Engineering,Mechanical Engineering Advanced Book 468,D. Patel,Cambridge,ACC000468
Electrical Engineering,Electrical Engineering Advanced Book 469,J. Das,Oxford,ACC000469
Artificial Intelligence,Artificial Intelligence Advanced Book 470,V. Rao,Wiley,ACC000470
Pharmacy,Pharmacy Advanced Book 471,D. Patel,Wiley,ACC000471
Chemical Engineering,Chemical Engineering Advanced Book 472,P. Singh,Cambridge,ACC000472
Data Science,Data Science Advanced Book 473,V. Rao,Cambridge,ACC000473
History,History Advanced Book 474,M. Khan,McGraw Hill,ACC000474
Agriculture,Agriculture Advanced Book 475,A. Iyer,Springer,ACC000475
Electrical Engineering,Electrical Engineering Advanced Book 476,P. Singh,McGraw Hill,ACC000476
Chemical Engineering,Chemical Engineering Advanced Book 477,R. Kumar,Pearson,ACC000477
Electrical Engineering,Electrical Engineering Advanced Book 478,A. Iyer,Pearson,ACC000478
Environmental Science,Environmental Science Advanced Book 479,S. Sharma,Wiley,ACC000479
Physics,Physics Advanced Book 480,V. Rao,Oxford,ACC000480
Tamil,Tamil Advanced Book 481,R. Kumar,Pearson,ACC000481
Management,Management Advanced Book 482,V. Rao,Cambridge,ACC000482
Data Science,Data Science Advanced Book 483,S. Sharma,Springer,ACC000483
Psychology,Psychology Advanced Book 484,D. Patel,Pearson,ACC000484
Management,Management Advanced Book 485,P. Singh,Cambridge,ACC000485
Tamil,Tamil Advanced Book 486,V. Rao,Oxford,ACC000486
Physics,Physics Advanced Book 487,D. Patel,Elsevier,ACC000487
Electrical Engineering,Electrical Engineering Advanced Book 488,D. Patel,Cambridge,ACC000488
Psychology,Psychology Advanced Book 489,P. Singh,Springer,ACC000489
Philosophy,Philosophy Advanced Book 490,M. Khan,Wiley,ACC000490
Tamil,Tamil Advanced Book 491,S. Sharma,Springer,ACC000491
Chemistry,Chemistry Advanced Book 492,S. Sharma,Springer,ACC000492
Hindi,Hindi Advanced Book 493,R. Kumar,Springer,ACC000493
Electronics,Electronics Advanced Book 494,J. Das,Wiley,ACC000494
Agriculture,Agriculture Advanced Book 495,P. Singh,Elsevier,ACC000495
English,English Advanced Book 496,J. Das,Cambridge,ACC000496
Artificial Intelligence,Artificial Intelligence Advanced Book 497,D. Patel,McGraw Hill,ACC000497
Pharmacy,Pharmacy Advanced Book 498,V. Rao,Oxford,ACC000498
Electrical Engineering,Electrical Engineering Advanced Book 499,D. Patel,Wiley,ACC000499
Mathematics,Mathematics Advanced Book 500,P. Singh,Wiley,ACC000500
Mechanical Engineering,Mechanical Engineering Advanced Book 501,P. Singh,Springer,ACC000501
Artificial Intelligence,Artificial Intelligence Advanced Book 502,S. Sharma,Springer,ACC000502
Tamil,Tamil Advanced Book 503,S. Sharma,Pearson,ACC000503
Sociology,Sociology Advanced Book 504,P. Singh,McGraw Hill,ACC000504
English,English Advanced Book 505,D. Patel,Oxford,ACC000505
Commerce,Commerce Advanced Book 506,M. Khan,Cambridge,ACC000506
Mechanical Engineering,Mechanical Engineering Advanced Book 507,M. Khan,Elsevier,ACC000507
Data Science,Data Science Advanced Book 508,V. Rao,McGraw Hill,ACC000508
Architecture,Architecture Advanced Book 509,S. Sharma,Wiley,ACC000509
Biotechnology,Biotechnology Advanced Book 510,P. Singh,Springer,ACC000510
Computer Science,Computer Science Advanced Book 511,V. Rao,Elsevier,ACC000511
Management,Management Advanced Book 512,J. Das,Wiley,ACC000512
Political Science,Political Science Advanced Book 513,J. Das,Wiley,ACC000513
English,English Advanced Book 514,V. Rao,Pearson,ACC000514
Chemistry,Chemistry Advanced Book 515,D. Patel,Elsevier,ACC000515
Civil Engineering,Civil Engineering Advanced Book 516,D. Patel,McGraw Hill,ACC000516
Pharmacy,Pharmacy Advanced Book 517,V. Rao,Wiley,ACC000517
Philosophy,Philosophy Advanced Book 518,V. Rao,McGraw Hill,ACC000518
Mechanical Engineering,Mechanical Engineering Advanced Book 519,J. Das,McGraw Hill,ACC000519
Economics,Economics Advanced Book 520,D. Patel,McGraw Hill,ACC000520
Computer Science,Computer Science Advanced Book 521,J. Das,Elsevier,ACC000521
Nursing,Nursing Advanced Book 522,P. Singh,Elsevier,ACC000522
Education,Education Advanced Book 523,P. Singh,Wiley,ACC000523
Data Science,Data Science Advanced Book 524,S. Sharma,Wiley,ACC000524
Pharmacy,Pharmacy Advanced Book 525,P. Singh,Wiley,ACC000525
Agriculture,Agriculture Advanced Book 526,A. Iyer,McGraw Hill,ACC000526
Electrical Engineering,Electrical Engineering Advanced Book 527,J. Das,Springer,ACC000527
Information Technology,Information Technology Advanced Book 528,V. Rao,Oxford,ACC000528
Physics,Physics Advanced Book 529,P. Singh,McGraw Hill,ACC000529
Commerce,Commerce Advanced Book 530,P. Singh,Cambridge,ACC000530
Agriculture,Agriculture Advanced Book 531,P. Singh,Elsevier,ACC000531
Environmental Science,Environmental Science Advanced Book 532,J. Das,Springer,ACC000532
Computer Science,Computer Science Advanced Book 533,S. Sharma,Pearson,ACC000533
Agriculture,Agriculture Advanced Book 534,S. Sharma,McGraw Hill,ACC000534
Data Science,Data Science Advanced Book 535,S. Sharma,Oxford,ACC000535
Architecture,Architecture Advanced Book 536,D. Patel,Pearson,ACC000536
Data Science,Data Science Advanced Book 537,M. Khan,Pearson,ACC000537
Hindi,Hindi Advanced Book 538,R. Kumar,Springer,ACC000538
Architecture,Architecture Advanced Book 539,A. Iyer,Wiley,ACC000539
Pharmacy,Pharmacy Advanced Book 540,A. Iyer,Pearson,ACC000540
Political Science,Political Science Advanced Book 541,P. Singh,Springer,ACC000541
Physics,Physics Advanced Book 542,R. Kumar,Wiley,ACC000542
Mechanical Engineering,Mechanical Engineering Advanced Book 543,S. Sharma,Pearson,ACC000543
History,History Advanced Book 544,V. Rao,Springer,ACC000544
Hindi,Hindi Advanced Book 545,P. Singh,Springer,ACC000545
Civil Engineering,Civil Engineering Advanced Book 546,D. Patel,Pearson,ACC000546
Philosophy,Philosophy Advanced Book 547,S. Sharma,Elsevier,ACC000547
Tamil,Tamil Advanced Book 548,J. Das,Elsevier,ACC000548
Management,Management Advanced Book 549,J. Das,Oxford,ACC000549
Physics,Physics Advanced Book 550,V. Rao,Wiley,ACC000550
Physics,Physics Advanced Book 551,P. Singh,Pearson,ACC000551
Mechanical Engineering,Mechanical Engineering Advanced Book 552,M. Khan,Springer,ACC000552
Agriculture,Agriculture Advanced Book 553,M. Khan,Oxford,ACC000553
Environmental Science,Environmental Science Advanced Book 554,M. Khan,Pearson,ACC000554
Sociology,Sociology Advanced Book 555,A. Iyer,Cambridge,ACC000555
Biotechnology,Biotechnology Advanced Book 556,M. Khan,Pearson,ACC000556
Political Science,Political Science Advanced Book 557,A. Iyer,McGraw Hill,ACC000557
Education,Education Advanced Book 558,V. Rao,Springer,ACC000558
Commerce,Commerce Advanced Book 559,J. Das,Springer,ACC000559
Information Technology,Information Technology Advanced Book 560,D. Patel,Cambridge,ACC000560
Commerce,Commerce Advanced Book 561,R. Kumar,Cambridge,ACC000561
Philosophy,Philosophy Advanced Book 562,P. Singh,Wiley,ACC000562
Electrical Engineering,Electrical Engineering Advanced Book 563,J. Das,McGraw Hill,ACC000563
Chemical Engineering,Chemical Engineering Advanced Book 564,J. Das,Wiley,ACC000564
Tamil,Tamil Advanced Book 565,R. Kumar,Oxford,ACC000565
Data Science,Data Science Advanced Book 566,S. Sharma,Springer,ACC000566
Hindi,Hindi Advanced Book 567,S. Sharma,Cambridge,ACC000567
Electrical Engineering,Electrical Engineering Advanced Book 568,A. Iyer,Springer,ACC000568
Architecture,Architecture Advanced Book 569,M. Khan,McGraw Hill,ACC000569
Artificial Intelligence,Artificial Intelligence Advanced Book 570,R. Kumar,Cambridge,ACC000570
Chemistry,Chemistry Advanced Book 571,V. Rao,Elsevier,ACC000571
Hindi,Hindi Advanced Book 572,A. Iyer,Cambridge,ACC000572
Philosophy,Philosophy Advanced Book 573,P. Singh,Wiley,ACC000573
Data Science,Data Science Advanced Book 574,P. Singh,Pearson,ACC000574
Physics,Physics Advanced Book 575,R. Kumar,McGraw Hill,ACC000575
Sociology,Sociology Advanced Book 576,D. Patel,McGraw Hill,ACC000576
History,History Advanced Book 577,D. Patel,McGraw Hill,ACC000577
Economics,Economics Advanced Book 578,J. Das,Wiley,ACC000578
Data Science,Data Science Advanced Book 579,D. Patel,McGraw Hill,ACC000579
Mechanical Engineering,Mechanical Engineering Advanced Book 580,D. Patel,Oxford,ACC000580
Information Technology,Information Technology Advanced Book 581,R. Kumar,Cambridge,ACC000581
Political Science,Political Science Advanced Book 582,M. Khan,Elsevier,ACC000582
Chemical Engineering,Chemical Engineering Advanced Book 583,P. Singh,Springer,ACC000583
Chemical Engineering,Chemical Engineering Advanced Book 584,V. Rao,Pearson,ACC000584
Architecture,Architecture Advanced Book 585,V. Rao,Cambridge,ACC000585
Commerce,Commerce Advanced Book 586,P. Singh,Cambridge,ACC000586
English,English Advanced Book 587,A. Iyer,Elsevier,ACC000587
Data Science,Data Science Advanced Book 588,P. Singh,McGraw Hill,ACC000588
Pharmacy,Pharmacy Advanced Book 589,S. Sharma,Elsevier,ACC000589
Artificial Intelligence,Artificial Intelligence Advanced Book 590,A. Iyer,Wiley,ACC000590
Mathematics,Mathematics Advanced Book 591,J. Das,Cambridge,ACC000591
Computer Science,Computer Science Advanced Book 592,V. Rao,Wiley,ACC000592
Pharmacy,Pharmacy Advanced Book 593,D. Patel,Springer,ACC000593
Agriculture,Agriculture Advanced Book 594,D. Patel,Cambridge,ACC000594
Nursing,Nursing Advanced Book 595,V. Rao,McGraw Hill,ACC000595
Psychology,Psychology Advanced Book 596,R. Kumar,Oxford,ACC000596
Agriculture,Agriculture Advanced Book 597,V. Rao,Springer,ACC000597
Economics,Economics Advanced Book 598,V. Rao,Elsevier,ACC000598
Pharmacy,Pharmacy Advanced Book 599,V. Rao,Springer,ACC000599
Psychology,Psychology Advanced Book 600,S. Sharma,Elsevier,ACC000600
Environmental Science,Environmental Science Advanced Book 601,J. Das,Elsevier,ACC000601
Political Science,Political Science Advanced Book 602,P. Singh,Wiley,ACC000602
Artificial Intelligence,Artificial Intelligence Advanced Book 603,R. Kumar,Wiley,ACC000603
Law,Law Advanced Book 604,V. Rao,McGraw Hill,ACC000604
Commerce,Commerce Advanced Book 605,S. Sharma,Oxford,ACC000605
Biotechnology,Biotechnology Advanced Book 606,P. Singh,Springer,ACC000606
Management,Management Advanced Book 607,A. Iyer,Pearson,ACC000607
Management,Management Advanced Book 608,D. Patel,McGraw Hill,ACC000608
Information Technology,Information Technology Advanced Book 609,V. Rao,McGraw Hill,ACC000609
Information Technology,Information Technology Advanced Book 610,J. Das,Oxford,ACC000610
Chemical Engineering,Chemical Engineering Advanced Book 611,P. Singh,McGraw Hill,ACC000611
Computer Science,Computer Science Advanced Book 612,V. Rao,Elsevier,ACC000612
Architecture,Architecture Advanced Book 613,M. Khan,Springer,ACC000613
Education,Education Advanced Book 614,D. Patel,McGraw Hill,ACC000614
Philosophy,Philosophy Advanced Book 615,V. Rao,McGraw Hill,ACC000615
Tamil,Tamil Advanced Book 616,R. Kumar,Wiley,ACC000616
Management,Management Advanced Book 617,V. Rao,Oxford,ACC000617
Agriculture,Agriculture Advanced Book 618,S. Sharma,McGraw Hill,ACC000618
Nursing,Nursing Advanced Book 619,R. Kumar,Springer,ACC000619
Electronics,Electronics Advanced Book 620,V. Rao,Oxford,ACC000620
Agriculture,Agriculture Advanced Book 621,R. Kumar,Oxford,ACC000621
Sociology,Sociology Advanced Book 622,R. Kumar,Wiley,ACC000622
Economics,Economics Advanced Book 623,P. Singh,Elsevier,ACC000623
Chemical Engineering,Chemical Engineering Advanced Book 624,V. Rao,Oxford,ACC000624
Electronics,Electronics Advanced Book 625,R. Kumar,Springer,ACC000625
Computer Science,Computer Science Advanced Book 626,A. Iyer,Wiley,ACC000626
Architecture,Architecture Advanced Book 627,J. Das,Cambridge,ACC000627
